index,postion,streams,year,country,title,artist,valence
186,187,9742,2017,at,Too Good,Drake,0.397
187,188,9715,2017,at,Safari,J Balvin,0.604
188,189,9669,2017,at,Savage (feat. Flux Pavilion & MAX),Whethan,0.365
189,190,9643,2017,at,Dancing On My Own - Tiësto Remix,Calum Scott,0.291
190,191,9537,2017,at,Just You and I - Acoustic,Tom Walker,0.383
191,192,9535,2017,at,Some Kind Of Drug (feat. Marc E. Bassy),G-Eazy,0.49
192,193,9533,2017,at,Barfuß am Klavier,AnnenMayKantereit,0.213
193,194,9391,2017,at,Last Resort,Papa Roach,0.692
194,195,9386,2017,at,Never Be Like You,Flume,0.296
195,196,9326,2017,at,Love Me,Jane XØ,0.429
196,197,9222,2017,at,Safari,Maxwell,0.0741
197,198,9222,2017,at,Ain't Your Mama,Jennifer Lopez,0.82
198,199,9212,2017,at,Can't Hold Us (feat. Ray Dalton),Macklemore & Ryan Lewis,0.847
199,200,9100,2017,at,Lose Control,Matt Simons,0.593
0,1,144975,2018,at,Was du Liebe nennst,Bausa,0.746
1,2,130698,2018,at,River (feat. Ed Sheeran),Eminem,0.659
2,3,120854,2018,at,rockstar,Post Malone,0.129
3,4,109415,2018,at,Rooftop,Nico Santos,0.598
4,5,105594,2018,at,Him & I (with Halsey),G-Eazy,0.191
5,6,105153,2018,at,Havana (feat. Young Thug),Camila Cabello,0.394
6,7,100938,2018,at,Wolves,Selena Gomez,0.306
7,8,99044,2018,at,Let You Down,NF,0.464
8,9,98004,2018,at,Silence,Marshmello,0.286
9,10,82766,2018,at,Qa bone,Azet,0.835
10,11,80803,2018,at,Sag Nix,RAF Camora,0.683
11,12,80540,2018,at,Perfect,Ed Sheeran,0.168
12,13,79158,2018,at,Gotham City,RAF Camora,0.691
13,14,77205,2018,at,Katchi - Ofenbach vs. Nick Waterhouse,Ofenbach,0.87
14,15,74065,2018,at,Stargazing,Kygo,0.419
15,16,72605,2018,at,Dusk Till Dawn (feat. Sia) - Radio Edit,ZAYN,0.0951
16,17,72415,2018,at,What Lovers Do (feat. SZA),Maroon 5,0.419
17,18,69262,2018,at,Primo,RAF Camora,0.487
18,19,68978,2018,at,So Far Away (feat. Jamie Scott & Romy Dya),Martin Garrix,0.13
19,20,67943,2018,at,Feel It Still,Portugal. The Man,0.754
20,21,67468,2018,at,New Rules,Dua Lipa,0.506
21,22,65624,2018,at,I Like Me Better,Lauv,0.419
22,23,64040,2018,at,More Than You Know,Axwell /\ Ingrosso,0.571
23,24,63249,2018,at,Whatever It Takes,Imagine Dragons,0.556
24,25,58383,2018,at,Échame La Culpa,Luis Fonsi,0.649
25,26,57202,2018,at,Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran,0.356
26,27,55997,2018,at,Anywhere,Rita Ora,0.344
27,28,55547,2018,at,Shape of You,Ed Sheeran,0.931
28,29,54264,2018,at,Kogong,Mark Forster,0.468
29,30,52315,2018,at,Man's Not Hot,Big Shaq,0.588
30,31,51343,2018,at,Home (with Machine Gun Kelly X Ambassadors & Bebe Rexha),Machine Gun Kelly,0.216
31,32,51228,2018,at,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,0.579
32,33,49165,2018,at,Let Me Go (with Alesso Florida Georgia Line & watt),Hailee Steinfeld,0.742
33,34,48757,2018,at,Too Good At Good,s  ,0.476
34,35,48668,2018,at,Finesse - Remix; feat. Cardi B,Bruno Mars,0.926
35,36,48030,2018,at,Tip Toe (feat. French Montana),Jason Derulo,0.62
36,37,47706,2018,at,I Believe I'm Fine,Robin Schulz,0.572
37,38,46707,2018,at,Thunder,Imagine Dragons,0.288
38,39,46647,2018,at,Feel Good,Felix Jaehn,0.66
39,40,45999,2018,at,Ohne mein Team,Bonez MC,0.637
40,41,45700,2018,at,Lonely Together (feat. Rita Ora),Avicii,0.272
41,42,45295,2018,at,Senorita,Kay One,0.709
42,43,44973,2018,at,Waffen,RAF Camora,0.57
43,44,44016,2018,at,Unforgettable,French Montana,0.733
44,45,43686,2018,at,Friends (with BloodPop®),Justin Bieber,0.631
45,46,43652,2018,at,Glorious (feat. Skylar Grey),Macklemore,0.356
46,47,43465,2018,at,Nema bolje,Jala Brat,0.712
47,48,42822,2018,at,Gucci Gang,Lil Pump,0.699
48,49,42266,2018,at,Columbo,Wanda,0.942
49,50,40295,2018,at,Andere Liga,RAF Camora,0.171
50,51,39694,2018,at,No Limit,G-Eazy,0.405
51,52,38920,2018,at,Crazy,Lost Frequencies,0.444
52,53,36409,2018,at,I Miss You (feat. Julia Michaels),Clean Bandit,0.369
53,54,36002,2018,at,I Fall Apart,Post Malone,0.291
54,55,34272,2018,at,All The Stars (with SZA),Kendrick Lamar,0.552
55,56,32833,2018,at,Kleiner Cabrón,Veysel,0.344
56,57,32588,2018,at,Naked,James Arthur,0.238
57,58,31880,2018,at,Kontrollieren,RAF Camora,0.381
58,59,31741,2018,at,XO Tour Llif3,Lil Uzi Vert,0.401
59,60,31657,2018,at,Solo Dance,Martin Jensen,0.403
60,61,31600,2018,at,How Long,Charlie Puth,0.397
61,62,31470,2018,at,Without You (feat. Sandro Cavazza),Avicii,0.295
62,63,31427,2018,at,Congratulations,Post Malone,0.492
63,64,31079,2018,at,Your Song,Rita Ora,0.962
64,65,30945,2018,at,Young Dumb & Broke,Khalid,0.394
65,66,30770,2018,at,Bon Voyage,Miami Yacine,0.676
66,67,30641,2018,at,OK,Robin Schulz,0.583
67,68,30516,2018,at,Something Just Like This,The Chainsmokers,0.446
68,69,30287,2018,at,Mi Gente,J Balvin,0.308
69,70,30266,2018,at,Olé Olé,Capital Bra,0.528
70,71,30012,2018,at,Filthy,Justin Timberlake,0.645
71,72,29724,2018,at,Dreamer,Axwell /\ Ingrosso,0.611
72,73,29695,2018,at,GGGut,Yung Hurn,0.563
73,74,29598,2018,at,For You (Fifty Shades Freed) (& Rita Ora),Liam Payne,0.2
74,75,29373,2018,at,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,0.733
75,76,28955,2018,at,Bombay,JAZN,0.401
76,77,28859,2018,at,Believer,Imagine Dragons,0.666
78,79,28680,2018,at,In My Mind,Dynoro,0.163
79,80,28470,2018,at,Bros,RIN,0.735
81,82,28176,2018,at,AMG2,Azzi Memo,0.646
82,83,27637,2018,at,Heute mit mir,Nimo,0.823
83,84,27291,2018,at,Summer Air,ItaloBrothers,0.491
84,85,27282,2018,at,Monica Bellucci,RIN,0.521
85,86,26926,2018,at,All Falls Down (feat. Juliander),Alan Walker,0.675
86,87,26778,2018,at,Mama,Jonas Blue,0.543
87,88,26669,2018,at,Never Be the Same,Camila Cabello,0.243
88,89,26469,2018,at,HUMBLE.,Kendrick Lamar,0.421
89,90,25877,2018,at,Gjynah,Azet,0.396
90,91,25740,2018,at,Candy Paint,Post Malone,0.381
91,92,25188,2018,at,Mon chéri,Capo,0.146
92,93,25075,2018,at,This Is Me,Keala Settle,0.1
93,94,25034,2018,at,Knöcheltief,Trettmann,0.489
94,95,24926,2018,at,Bartier Cardi (feat. 21 Savage),Cardi B,0.109
95,96,24623,2018,at,Soldaten 2.0,Kontra K,0.362
96,97,24569,2018,at,Galway Girl,Ed Sheeran,0.781
97,98,24406,2018,at,FML,Bausa,0.246
98,99,24102,2018,at,Alles probiert,RAF Camora,0.286
99,100,23933,2018,at,Attention,Charlie Puth,0.797
100,101,23865,2018,at,Beautiful Trauma,P!nk,0.234
101,102,23308,2018,at,1-800-273-8255,Logic,0.357
102,103,23207,2018,at,MOB,Olexesh,0.605
103,104,23176,2018,at,Zieh' den Rucksack aus,Kollegah,0.629
104,105,22708,2018,at,The Spectre,Alan Walker,0.198
105,106,22689,2018,at,"""Lose Yourself - From """"8 Mile"""" Soundtrack""",Eminem,0.0612
106,107,22683,2018,at,Weak,AJR,0.703
108,109,22532,2018,at,Hot2Touch,Felix Jaehn,0.854
110,111,22010,2018,at,Go Fuck Yourself,Two Feet,0.292
111,112,21932,2018,at,Murcielago,KC Rebell,0.87
112,113,21853,2018,at,There's Nothing Holdin' Me Back,Shawn Mendes,0.969
113,114,21739,2018,at,Like A Riddle (feat. Hearts & Colors Adam Trigger),Felix Jaehn,0.538
114,115,21667,2018,at,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,0.782
115,116,21587,2018,at,Homemade Dynamite - REMIX,Lorde,0.175
116,117,21576,2018,at,Palmen aus Plastik,Bonez MC,0.323
117,118,21479,2018,at,What About Us,P!nk,0.193
118,119,21456,2018,at,Wohin willst du,Gestört aber GeiL,0.314
119,120,21281,2018,at,Ric Flair Drip (with Metro Boomin),Offset,0.333
120,121,21268,2018,at,Never Wanna Hurt You (Bad Love Ba,  ,0.504
121,122,21238,2018,at,Millionär,187 Strassenbande,0.226
122,123,21184,2018,at,Rich Love (with Seeb),OneRepublic,0.472
123,124,21165,2018,at,Symphony (feat. Zara Larsson),Clean Bandit,0.454
124,125,21084,2018,at,Nice Girl 2.0,Ufo361,0.413
125,126,21035,2018,at,It Ain't Me (with Selena Gomez),Kygo,0.539
126,127,20811,2018,at,Go Flex,Post Malone,0.127
127,128,20785,2018,at,Tired,Alan Walker,0.493
128,129,20579,2018,at,Rewrite The Stars,Zac Efron,0.284
129,130,20537,2018,at,Leave a Light On,Tom Walker,0.267
130,131,20238,2018,at,Nummer 1,Zuna,0.515
131,132,20236,2018,at,Strip That Down,Liam Payne,0.546
132,133,20224,2018,at,Lambo Diablo GT (feat. Nimo),Capo,0.482
133,134,20166,2018,at,No Better Love (feat. Emelie Cyréus),Stupid Goldfish,0.251
134,135,20004,2018,at,If I'm Lucky,Jason Derulo,0.506
135,136,19802,2018,at,Scared to Be Lonely,Martin Garrix,0.195
136,137,19717,2018,at,Telefon,Dardan,0.506
138,139,19506,2018,at,Paris,The Chainsmokers,0.219
140,141,19396,2018,at,Complicated (feat. Kiiara),Dimitri Vegas & Like Mike,0.499
141,142,19207,2018,at,Na Na Na,Capital Bra,0.421
142,143,19183,2018,at,Wie Falco,Nimo,0.828
144,145,18999,2018,at,Gottseidank,Trettmann,0.782
145,146,18819,2018,at,"""Climb Every Mountain (""""The Sound of Music"""" Revisited)""",The Makemakes,0.112
146,147,18607,2018,at,Bank Account,21 Savage,0.376
147,148,18431,2018,at,Zigarren Havanna - KMN Street EP.2,Azet,0.587
148,149,18418,2018,at,Sowieso - Radio Version,Mark Forster,0.686
149,150,18334,2018,at,Nur noch Gucci,Capital Bra,0.508
150,151,18317,2018,at,Despacito - Remix,Luis Fonsi,0.816
152,153,18206,2018,at,Verkauft,RAF Camora,0.389
153,154,17946,2018,at,'Till I Collapse,Eminem,0.1
154,155,17927,2018,at,The Greatest Show,Hugh Jackman,0.4
155,156,17804,2018,at,Tell Me You Love Me,Demi Lovato,0.885
156,157,17779,2018,at,Burden Down,MICAR,0.67
157,158,17763,2018,at,Don't Stop Believin',Journey,0.514
158,159,17713,2018,at,Wonderwall - Remastered,Oasis,0.434
159,160,17557,2018,at,Vorankommen,Luciano,0.538
160,161,17511,2018,at,Vienna,RAF Camora,0.332
161,162,17490,2018,at,Castle on the Hill,Ed Sheeran,0.471
162,163,17456,2018,at,Bongzimmer,SXTN,0.504
163,164,17439,2018,at,Walk On Water,Thirty Seconds To Mars,0.388
164,165,17397,2018,at,Walk On Water (feat. Beyoncé),Eminem,0.618
165,166,17221,2018,at,Sorry Not Sorry,Demi Lovato,0.885
166,167,17189,2018,at,No Roots,Alice Merton,0.829
167,168,17040,2018,at,The Night We Met,Lord Huron,0.1
168,169,17008,2018,at,Roots,RAF Camora,0.486
169,170,17007,2018,at,Tuesday,Burak Yeter,0.675
171,172,16979,2018,at,Ya Salam,Kurdo,0.813
173,174,16928,2018,at,Gorgeous,Taylor Swift,0.451
174,175,16898,2018,at,In the End,Linkin Park,0.4
175,176,16869,2018,at,All Stars,Martin Solveig,0.604
176,177,16587,2018,at,Never Enough,Loren Allred,0.227
177,178,16585,2018,at,Leiser,LEA,0.293
179,180,16374,2018,at,A Million Dreams,Ziv Zaifman,0.0998
180,181,16284,2018,at,Say You Won't Let Go,James Arthur,0.494
181,182,16233,2018,at,Mask Off,Future,0.281
183,184,16159,2018,at,goosebumps,Travis Scott,0.43
184,185,16053,2018,at,unendlichkeit - Main Edit,CRO,0.47
185,186,15971,2018,at,Questions,Chris Brown,0.565
186,187,15961,2018,at,Happier,Ed Sheeran,0.236
188,189,15886,2018,at,Corazón,Maluma,0.748
189,190,15779,2018,at,Found What I've Been Looking For,Tom Grennan,0.779
190,191,15763,2018,at,The Other Side,Hugh Jackman,0.31
191,192,15719,2018,at,Sensualidad,Bad Bunny,0.676
192,193,15636,2018,at,Stay,Zedd,0.544
193,194,15579,2018,at,Mr. Brightside,The Killers,0.232
194,195,15567,2018,at,Friday Night,Vigiland,0.0792
196,197,15413,2018,at,Lot to Learn,Luke Christopher,0.602
197,198,15390,2018,at,Photograph,Ed Sheeran,0.201
198,199,15360,2018,at,Downtown,Anitta,0.619
199,200,15326,2018,at,There for You,Martin Garrix,0.13
0,1,239522,2019,at,Benzema,Capital Bra,0.286
1,2,211072,2019,at,Sweet but Psycho,Ava Max,0.62
2,3,172298,2019,at,HaifischNikez Allstars,LX,0.507
3,4,165977,2019,at,High Hopes,Panic! At The Disco,0.681
4,5,153586,2019,at,Tausend Tattoos,Sido,0.373
5,6,152457,2019,at,Baller los,MERO,0.527
6,7,123732,2019,at,Lelele,Azet,0.493
7,8,109715,2019,at,Wow.,Post Malone,0.388
8,9,109710,2019,at,Be Alright,Dean Lewis,0.443
9,10,109226,2019,at,500 PS,Bonez MC,0.836
10,11,102027,2019,at,Standard (feat. Trettmann Gringo Ufo361 & Gzuz),KitschKrieg,0.875
11,12,101329,2019,at,Crack Koks Piece Unternehmen,Nash,0.299
12,13,100143,2019,at,Without Me,Halsey,0.533
13,14,95319,2019,at,Feuer,Capital Bra,0.384
14,15,91865,2019,at,Happier,Marshmello,0.671
16,17,87225,2019,at,Speechless (feat. Erika Sirola),Robin Schulz,0.266
17,18,86241,2019,at,In My Mind,Dynoro,0.163
18,19,82435,2019,at,Zoey,Nimo,0.481
19,20,82250,2019,at,thank u next,Ariana Grande,0.412
20,21,80730,2019,at,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,0.913
21,22,80112,2019,at,Cataleya,Samra,0.706
22,23,78735,2019,at,Kokain,Bonez MC,0.608
23,24,77587,2019,at,Shallow,Lady Gaga,0.323
24,25,74040,2019,at,Let You Love Me,Rita Ora,0.452
25,26,73911,2019,at,Meer,Luciano,0.598
26,27,73190,2019,at,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,0.493
27,28,71710,2019,at,Taki Taki (with Selena Gomez Ozuna & Cardi B),DJ Snake,0.617
28,29,71072,2019,at,Eastside (with Halsey & Khalid),benny blanco,0.319
30,31,69446,2019,at,Dior 2001,RIN,0.517
31,32,65679,2019,at,Fading,Alle Farben,0.685
32,33,64663,2019,at,MILLIONDOLLAR$MILE,Loredana,0.401
33,34,63487,2019,at,Facetime,Dardan,0.446
34,35,63164,2019,at,Body (feat. brando),Loud Luxury,0.593
36,37,62304,2019,at,Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION,0.288
38,39,59410,2019,at,Lambo Diablo GT (feat. Nimo & Juju) - Remix,Capo,0.539
39,40,58862,2019,at,Love Someone,Lukas Graham,0.265
40,41,58676,2019,at,Better Now,Post Malone,0.341
41,42,58073,2019,at,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,0.244
42,43,56820,2019,at,UFF,Veysel,0.311
43,44,56428,2019,at,Allein,Capital Bra,0.322
44,45,56109,2019,at,ZEZE (feat. Travis Scott & Offset),Kodak Black,0.504
45,46,55740,2019,at,Casanova,Summer Cem,0.195
46,47,53358,2019,at,Bad Liar,Imagine Dragons,0.0827
47,48,53303,2019,at,Say My Name,David Guetta,0.79
48,49,52901,2019,at,Promises (with Sam Smith),Calvin Harris,0.486
49,50,52415,2019,at,when the party's over,Billie Eilish,0.198
50,51,52076,2019,at,SICKO MODE,Travis Scott,0.446
51,52,51421,2019,at,Neymar,Capital Bra,0.533
52,53,49371,2019,at,Rise,Jonas Blue,0.655
53,54,49217,2019,at,Hayate,Luciano,0.348
54,55,48792,2019,at,Risiko,Bonez MC,0.229
55,56,48611,2019,at,Nummer unterdrückt,Bonez MC,0.773
56,57,47315,2019,at,Ala bin,Seiler und Speer,0.367
57,58,47160,2019,at,Girls Like You (feat. Cardi B) - Cardi B Version,Maroon 5,0.448
58,59,46941,2019,at,Ruin My Life,Zara Larsson,0.585
59,60,46732,2019,at,Farben,Kontra K,0.172
60,61,46220,2019,at,BONNIE & CLYDE,Loredana,0.637
62,63,43842,2019,at,SAD!,XXXTENTACION,0.473
63,64,43425,2019,at,Going Bad (feat. Drake),Meek Mill,0.544
64,65,43417,2019,at,Happy Now,Kygo,0.492
65,66,43244,2019,at,2002,Anne-Marie,0.603
66,67,42831,2019,at,Natural,Imagine Dragons,0.22
67,68,42811,2019,at,rockstar (feat. 21 Savage),Post Malone,0.129
69,70,42460,2019,at,Solo (feat. Demi Lovato),Clean Bandit,0.565
70,71,42353,2019,at,Youngblood,5 Seconds of Summer,0.152
71,72,41558,2019,at,Bohemian Rhapsody - Remastered 2011,Queen,0.228
72,73,40626,2019,at,Saturday Nights,Khalid,0.341
73,74,40581,2019,at,Mercedes,Eno,0.802
74,75,39824,2019,at,Kiss and Make Up,Dua Lipa,0.643
75,76,38756,2019,at,Falling Down - Bonus Track,Lil Peep,0.273
76,77,38154,2019,at,lovely,Billie Eilish,0.12
77,78,38099,2019,at,Sag schon,Veysel,0.0441
78,79,38080,2019,at,Thunderclouds,Sia,0.489
79,80,38072,2019,at,These Days (feat. Jess Glynne Macklemore & Dan Caplen),Rudimental,0.55
80,81,37873,2019,at,Valentino Camouflage,Luciano,0.632
81,82,37603,2019,at,Nevermind,Dennis Lloyd,0.0793
82,83,36828,2019,at,One Night Stand,Capital Bra,0.897
83,84,36718,2019,at,Ballin,Luciano,0.432
84,85,36228,2019,at,KIKA,6ix9ine,0.342
85,86,36226,2019,at,Lucid Dreams,Juice WRLD,0.218
86,87,36156,2019,at,FRIENDS,Marshmello,0.534
87,88,36118,2019,at,Jennie (feat. R. City Bori),Felix Jaehn,0.594
88,89,35515,2019,at,Shotgun,George Ezra,0.754
89,90,35227,2019,at,Ohne mein Team,Bonez MC,0.637
90,91,35168,2019,at,Moonlight,XXXTENTACION,0.711
91,92,34931,2019,at,This Feeling,The Chainsmokers,0.449
92,93,34898,2019,at,imagine,Ariana Grande,0.371
93,94,34883,2019,at,MIA (feat. Drake),Bad Bunny,0.158
94,95,34696,2019,at,MoneyGram,Luciano,0.597
95,96,34613,2019,at,Primo,RAF Camora,0.487
97,98,34214,2019,at,Mo Bamba,Sheck Wes,0.261
98,99,34160,2019,at,Taste (feat. Offset),Tyga,0.342
99,100,33346,2019,at,Better,Khalid,0.112
100,101,33100,2019,at,Einmal,Mark Forster,0.761
101,102,33011,2019,at,Bella ciao - HUGEL Remix,El Profesor,0.647
102,103,32786,2019,at,Whenever (feat. Conor Maynard),Kris Kross Amsterdam,0.518
103,104,32784,2019,at,Was du Liebe nennst,Bausa,0.746
104,105,32468,2019,at,Skam Koh,Azet,0.436
105,106,32239,2019,at,Berlin lebt,Capital Bra,0.393
106,107,32212,2019,at,Tamam Tamam,Summer Cem,0.581
107,108,32200,2019,at,Don't Stop Me Now - Remastered 2011,Queen,0.601
108,109,32035,2019,at,Copacabana,Leon Machère,0.623
109,110,31387,2019,at,Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,0.508
110,111,31245,2019,at,whoa (mind in awe),XXXTENTACION,0.369
111,112,31079,2019,at,Cordula Grün,Josh.,0.73
113,114,29815,2019,at,Don't Leave Me Alone (feat. Anne-Marie),David Guetta,0.481
114,115,29814,2019,at,Look Back at It,A Boogie Wit da Hoodie,0.536
115,116,29557,2019,at,More Than You Know,Axwell /\ Ingrosso,0.571
116,117,29514,2019,at,Wann dann,Capital Bra,0.397
117,118,29513,2019,at,Oh Child,Robin Schulz,0.688
118,119,29443,2019,at,God's Plan,Drake,0.357
119,120,29296,2019,at,Drip Too Hard (Lil Ba,& Gunna)  ,0.389
120,121,29042,2019,at,I Like It,Cardi B,0.65
121,122,28987,2019,at,Rewrite The Stars (with James Arthur & Anne-Marie),James Arthur,0.571
122,123,28922,2019,at,Mula,Mert,0.326
123,124,28499,2019,at,Like I Do,David Guetta,0.15
124,125,28473,2019,at,Butterfly Doors,Lil Pump,0.429
125,126,28425,2019,at,The Middle,Zedd,0.437
126,127,28422,2019,at,I'm a Mess,Bebe Rexha,0.216
127,128,28300,2019,at,Nike Pullover,Azet,0.893
128,129,28155,2019,at,High On Life (feat. Bonn),Martin Garrix,0.368
129,130,28075,2019,at,No Stylist (feat. Drake),French Montana,0.498
130,131,27897,2019,at,One Kiss (with Dua Lipa),Calvin Harris,0.592
131,132,27801,2019,at,Kennzeichen B-TK,Capital Bra,0.284
132,133,27690,2019,at,Born To Be Yours,Kygo,0.451
133,134,27581,2019,at,Habibo,Veysel,0.94
134,135,27440,2019,at,I Like Me Better,Lauv,0.419
135,136,27309,2019,at,Blah Blah Blah,Armin van Buuren,0.179
137,138,27219,2019,at,I Love It (& Lil Pump),Kanye West,0.329
138,139,27092,2019,at,Remind Me to Forget,Kygo,0.315
140,141,26954,2019,at,Jackie Chan,Tiësto,0.687
141,142,26886,2019,at,2x,Mathea,0.26
142,143,26754,2019,at,Hope,The Chainsmokers,0.513
143,144,26567,2019,at,Happy Now,Zedd,0.458
144,145,26564,2019,at,Without You (feat. Sandro Cavazza),Avicii,0.295
145,146,26537,2019,at,Nagelneu,Mert,0.726
146,147,26352,2019,at,Someone You Loved,Lewis Capaldi,0.446
147,148,26267,2019,at,IDGAF,Dua Lipa,0.639
148,149,26070,2019,at,Head Above Water,Avril Lavigne,0.268
149,150,25772,2019,at,Anderes Niveau,Nimo,0.643
150,151,25654,2019,at,4 Uhr Nachts,Sido,0.741
151,152,25572,2019,at,Believer,Imagine Dragons,0.666
152,153,25542,2019,at,Paradies,Ufo361,0.241
153,154,25312,2019,at,Leave Me Alone,Flipp Dinero,0.742
154,155,25153,2019,at,Havana (feat. Young Thug),Camila Cabello,0.394
155,156,25137,2019,at,Toto (feat. RAF Camora),Noizy,0.574
156,157,24975,2019,at,idontwannabeyouanymore,Billie Eilish,0.247
157,158,24928,2019,at,Trampoline,SHAED,0.537
158,159,24890,2019,at,no tears left to cry,Ariana Grande,0.354
159,160,24849,2019,at,Thunder,Imagine Dragons,0.288
160,161,24789,2019,at,monster,21 Savage,0.224
161,162,24696,2019,at,Fame (feat. RAF Camora),Kontra K,0.26
162,163,24664,2019,at,Sonnenbrille,Loredana,0.509
163,164,24632,2019,at,Prominent,Bonez MC,0.414
164,165,24617,2019,at,Penthouse,Eno,0.268
165,166,24514,2019,at,Psycho (feat. Ty Dolla $ign),Post Malone,0.459
166,167,24229,2019,at,Aicha,Moe Phoenix,0.458
167,168,24114,2019,at,Africa,TOTO,0.732
168,169,24040,2019,at,Roses (with Juice WRLD feat. Brendon Urie),benny blanco,0.525
169,170,24032,2019,at,Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,0.294
170,171,23969,2019,at,Jocelyn Flores,XXXTENTACION,0.437
171,172,23956,2019,at,Magisch,Olexesh,0.538
172,173,23893,2019,at,Shape of You,Ed Sheeran,0.931
173,174,23772,2019,at,Another One Bites The Dust - Remastered 2011,Queen,0.756
174,175,23685,2019,at,INTERNATIONAL GANGSTAS,Farid Bang,0.393
175,176,23667,2019,at,Only Thing We Know,Alle Farben,0.591
176,177,23608,2019,at,Perfect,Ed Sheeran,0.168
177,178,23567,2019,at,Woman Like Me (feat. Nicki Minaj),Little Mix,0.8
178,179,23506,2019,at,Polaroid,Jonas Blue,0.472
179,180,23418,2019,at,In meiner Zone 2.0,RAF Camora,0.501
180,181,23101,2019,at,FEFE,6ix9ine,0.375
181,182,22853,2019,at,Under Pressure - Remastered 2011,Queen,0.466
182,183,22797,2019,at,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,0.579
183,184,22782,2019,at,Silence,Marshmello,0.286
184,185,22711,2019,at,Sick Boy,The Chainsmokers,0.454
185,186,22704,2019,at,Djadja (feat. Loredana) - Remix,Aya Nakamura,0.587
187,188,22456,2019,at,Undecided,Chris Brown,0.488
188,189,22440,2019,at,5 Songs in einer Nacht,Capital Bra,0.232
189,190,22370,2019,at,Guap Gang,Luciano,0.328
190,191,22280,2019,at,"""Lose Yourself - From """"8 Mile"""" Soundtrack""",Eminem,0.0612
191,192,22200,2019,at,Kiss Me,Rea Garvey,0.361
192,193,22089,2019,at,Let You Down,NF,0.464
193,194,22058,2019,at,In My Blood,Shawn Mendes,0.487
194,195,22018,2019,at,Startender (feat. Offset and Tyga),A Boogie Wit da Hoodie,0.506
195,196,21853,2019,at,Ja Mann!,Bonez MC,0.386
196,197,21846,2019,at,Benga po snijegu,Jala Brat,0.764
197,198,21713,2019,at,Kontrollieren,RAF Camora,0.381
198,199,21578,2019,at,In My Feelings,Drake,0.35
199,200,21383,2019,at,Wonderwall - Remastered,Oasis,0.434
0,1,279987,2020,at,Maschine,RAF Camora,0.655
1,2,245917,2020,at,Roller,Apache 207,0.683
2,3,220779,2020,at,Dance Monkey,Tones And I,0.513
3,4,157053,2020,at,Falling,Trevor Daniel,0.236
4,5,136573,2020,at,Vor der Tür,Gzuz,0.173
6,7,130999,2020,at,Blinding Lights,The Weeknd,0.334
7,8,127588,2020,at,Yummy,Justin Bieber,0.494
8,9,123722,2020,at,KEIN SCHLAF,Nimo,0.393
9,10,121964,2020,at,ROXANNE,Arizona Zervas,0.457
10,11,119695,2020,at,Don't Start Now,Dua Lipa,0.679
11,12,115101,2020,at,110,Capital Bra,0.419
12,13,113476,2020,at,Nur zur Info,Ufo361,0.227
13,14,111215,2020,at,COLT,Samra,0.184
14,15,110384,2020,at,Memories,Maroon 5,0.595
15,16,108127,2020,at,Ayy Macarena,Tyga,0.714
16,17,107293,2020,at,Ride It,Regard,0.884
17,18,106738,2020,at,everything i wanted,Billie Eilish,0.243
18,19,106337,2020,at,Circles,Post Malone,0.553
19,20,105711,2020,at,200 km/h,Apache 207,0.413
20,21,101947,2020,at,bad guy,Billie Eilish,0.562
21,22,97633,2020,at,Wieso tust Du dir das an?,Apache 207,0.461
22,23,96241,2020,at,Keine Liebe,RIN,0.567
23,24,95212,2020,at,100%,Senidah,0.624
24,25,92536,2020,at,hot girl bummer,blackbear,0.685
25,26,92125,2020,at,Der Bratan bleibt der gleiche,Capital Bra,0.672
26,27,91251,2020,at,Puta Madre - Bonustrack,RAF Camora,0.944
27,28,89267,2020,at,Alien,RIN,0.193
28,29,87149,2020,at,2002,Sido,0.493
29,30,83639,2020,at,Someone You Loved,Lewis Capaldi,0.446
30,31,83274,2020,at,Honda Civic,The Cratez,0.348
31,32,82868,2020,at,Lose You To Love Me,Selena Gomez,0.0978
32,33,81715,2020,at,My Oh My (feat. DaBa,  ,0.383
33,34,81687,2020,at,Tilidin,Capital Bra,0.721
34,35,80479,2020,at,Mit Dir,Loredana,0.643
35,36,80339,2020,at,The Box,Roddy Ricch,0.642
36,37,78873,2020,at,Roses - Imanbek Remix,SAINt JHN,0.863
37,38,77118,2020,at,Señorita,Shawn Mendes,0.75
38,39,76821,2020,at,500 PS,Bonez MC,0.836
39,40,75354,2020,at,KARMA,Nimo,0.528
40,41,75158,2020,at,Vermissen (feat. Henning May),Juju,0.48
41,42,71639,2020,at,Adriana,RAF Camora,0.675
42,43,70559,2020,at,Unnormal,RAF Camora,0.447
43,44,69639,2020,at,Wieder Lila,Samra,0.645
